technique_ID,sub_technique_ID,technique_name,technique
T1021,T1021.004,Remote Services: SSH,Cobalt Strike can SSH to a remote service.
T1021,T1021.004,Remote Services: SSH,Empire contains modules for executing commands over SSH as well as in-memory VNC agent injection.
T1021,T1021.004,Remote Services: SSH,FIN13 has remotely accessed compromised environments via secure shell (SSH) for lateral movement.
T1021,T1021.004,Remote Services: SSH,FIN7 has used SSH to move laterally through victim environments.
T1021,T1021.004,Remote Services: SSH,Fox Kitten has used the PuTTY and Plink tools for lateral movement.
T1021,T1021.004,Remote Services: SSH,GCMAN uses Putty for lateral movement.
T1021,T1021.004,Remote Services: SSH,Kinsing has used SSH for lateral movement.
T1021,T1021.004,Remote Services: SSH,Lazarus Group used SSH and the PuTTy PSCP utility to gain access to a restricted segment of a compromised network.
T1021,T1021.004,Remote Services: SSH,Leviathan used ssh for internal reconnaissance.
T1021,T1021.004,Remote Services: SSH,menuPass has used Putty Secure Copy Client (PSCP) to transfer data.
T1021,T1021.004,Remote Services: SSH,OilRig has used Putty to access compromised systems.
T1021,T1021.004,Remote Services: SSH,Rocke has spread its coinminer via SSH.
T1021,T1021.004,Remote Services: SSH,TeamTNT has used SSH to connect back to victim machines. TeamTNT has also used SSH to transfer tools and payloads onto victim hosts and execute them.
T1021,T1021.004,Remote Services: SSH,TEMP.Veles has relied on encrypted SSH-based tunnels to transfer tools and for remote command/program execution.
T1021,T1021.005,Remote Services: VNC,Carberp can start a remote VNC session by downloading a new plugin.
T1021,T1021.005,Remote Services: VNC,DanBot can use VNC for remote access to targeted systems.
T1021,T1021.005,Remote Services: VNC,FIN7 has used TightVNC to control compromised hosts.
T1021,T1021.005,Remote Services: VNC,Fox Kitten has installed TightVNC server and client on compromised servers and endpoints for lateral movement.
T1021,T1021.005,Remote Services: VNC,"Gamaredon Group has used VNC tools, including UltraVNC, to remotely interact with compromised hosts."
T1021,T1021.005,Remote Services: VNC,GCMAN uses VNC for lateral movement.
T1021,T1021.005,Remote Services: VNC,Proton uses VNC to connect into systems.
T1021,T1021.005,Remote Services: VNC,TrickBot has used a VNC module to monitor the victim and collect information to pivot to valuable systems on the network 
T1021,T1021.005,Remote Services: VNC,WarzoneRAT has the ability of performing remote desktop access via a VNC console.
T1021,T1021.005,Remote Services: VNC,ZxShell supports functionality for VNC sessions.
T1021,T1021.006,Remote Services: Windows Remote Management,Brute Ratel C4 can use WinRM for pivoting.
T1021,T1021.006,Remote Services: Windows Remote Management,Chimera has used WinRM for lateral movement.
T1021,T1021.006,Remote Services: Windows Remote Management,Cobalt Strike can use WinRM to execute a payload on a remote host.
T1021,T1021.006,Remote Services: Windows Remote Management,FIN13 has leveraged WMI to move laterally within a compromised network via application servers and SQL servers.
T1021,T1021.006,Remote Services: Windows Remote Management,SILENTTRINITY tracks TrustedHosts and can move laterally to these targets via WinRM.
T1021,T1021.006,Remote Services: Windows Remote Management,"During the SolarWinds Compromise, APT29 used WinRM via PowerShell to execute commands and payloads on remote hosts."
T1021,T1021.006,Remote Services: Windows Remote Management,Threat Group-3390 has used WinRM to enable remote execution.
T1021,T1021.006,Remote Services: Windows Remote Management,Wizard Spider has used Window Remote Management to move laterally through a victim network.
T1021,T1021.007,Remote Services: Cloud Services,"APT29 has leveraged compromised high-privileged on-premises accounts synced to Office 365 to move laterally into a cloud environment, including through the use of Azure AD PowerShell."
T1021,T1021.007,Remote Services: Cloud Services,"During C0027, Scattered Spider used compromised Azure credentials for credential theft activity and lateral movement to on-premises systems."
T1021,T1021,Remote Services,Brute Ratel C4 has the ability to use RPC for lateral movement.
T1021,T1021,Remote Services,Kivars has the ability to remotely trigger keyboard input and mouse clicks. 
T1021,T1021,Remote Services,MacMa can manage remote screen sessions.
T1021,T1021,Remote Services,Stuxnet can propagate via peer-to-peer communication and updates using RPC.
T1021,T1021,Remote Services,Wizard Spider has used the WebDAV protocol to execute Ryuk payloads hosted on network file shares.
T1025,T1025,Data from Removable Media,AppleSeed can find and collect data from removable media devices.
T1025,T1025,Data from Removable Media,An APT28 backdoor may collect the entire contents of an inserted USB device.
T1025,T1025,Data from Removable Media,Aria-body has the ability to collect data from USB devices.
T1025,T1025,Data from Removable Media,BADNEWS copies files with certain extensions from USB devices toa predefined directory.
T1025,T1025,Data from Removable Media,CosmicDuke steals user files from removable media with file extensions and keywords that match a predefined list.
T1025,T1025,Data from Removable Media,Crimson contains a module to collect data from removable drives.
T1025,T1025,Data from Removable Media,Crutch can monitor removable drives and exfiltrate files matching a given extension list.
T1025,T1025,Data from Removable Media,Explosive can scan all .exe files located in the USB drive.
T1025,T1025,Data from Removable Media,FLASHFLOOD searches for interesting files (either a default or customized set of file extensions) on removable media and copies them to a staging area. The default file types copied would include data copied to the drive by SPACESHIP.
T1025,T1025,Data from Removable Media,The FunnyDream FilePakMonitor component has the ability to collect files from removable devices.
T1025,T1025,Data from Removable Media,"A Gamaredon Group file stealer has the capability to steal data from newly connected logical volumes on a system, including USB drives."
T1025,T1025,Data from Removable Media,GravityRAT steals files based on an extension list if a USB drive is connected to the system.
T1025,T1025,Data from Removable Media,InvisiMole can collect jpeg files from connected MTP devices.
T1025,T1025,Data from Removable Media,"Machete can find, encrypt, and upload files from fixed and removable drives."
T1025,T1025,Data from Removable Media,ObliqueRAT has the ability to extract data from removable devices connected to the endpoint.
T1025,T1025,Data from Removable Media,Prikormka contains a module that collects documents with certain extensions from removable media or fixed drives connected via USB.
T1025,T1025,Data from Removable Media,Ramsay can collect data from removable media and stage it for exfiltration.
T1025,T1025,Data from Removable Media,Remsec has a package that collects documents from any inserted USB sticks.
T1025,T1025,Data from Removable Media,Rover searches for files on attached removable drives based on a predefined list of file extensions every five seconds.
T1025,T1025,Data from Removable Media,TajMahal has the ability to steal written CD images and files of interest from previously connected removable drives when they become available again.
T1025,T1025,Data from Removable Media,Turla RPC backdoors can collect files from USB thumb drives.
T1025,T1025,Data from Removable Media,"Once a removable media device is inserted back into the first victim, USBStealer collects data from it that was exfiltrated from a second victim."
T1027,T1027.001,Obfuscated Files or Information: Binary Padding,APT29 used large size files to avoid detection by security solutions with hardcoded size limits.
T1027,T1027.001,Obfuscated Files or Information: Binary Padding,APT32 includes garbage code to mislead anti-malware software and researchers.
T1027,T1027.001,Obfuscated Files or Information: Binary Padding,Bisonal has appended random binary data to the end of itself to generate a large binary.
T1027,T1027.001,Obfuscated Files or Information: Binary Padding,Black Basta had added data prior to the Portable Executable (PE) header to prevent automatic scanners from identifying the payload.
T1027,T1027.001,Obfuscated Files or Information: Binary Padding,"BRONZE BUTLER downloader code has included ""0"" characters at the end of the file to inflate the file size in a likely attempt to evade anti-virus detection."
T1027,T1027.001,Obfuscated Files or Information: Binary Padding,Comnie appends a total of 64MB of garbage data to a file to deter any security products in place that may be scanning files on disk.
T1027,T1027.001,Obfuscated Files or Information: Binary Padding,CORESHELL contains unused machine instructions in a likely attempt to hinder analysis.
T1027,T1027.001,Obfuscated Files or Information: Binary Padding,CostaBricks has added the entire unobfuscated code of the legitimate open source application Blink to its code.
T1027,T1027.001,Obfuscated Files or Information: Binary Padding,Ember Bear has added extra spaces between JavaScript code characters to increase the overall file size.
T1027,T1027.001,Obfuscated Files or Information: Binary Padding,A variant of Emissary appends junk data to the end of its DLL file to create a large file that may exceed the maximum size that anti-virus programs can scan.
T1027,T1027.001,Obfuscated Files or Information: Binary Padding,FatDuke has been packed with junk code and strings.
T1027,T1027.001,Obfuscated Files or Information: Binary Padding,FIN7 has used random junk code to obfuscate malware code.
T1027,T1027.001,Obfuscated Files or Information: Binary Padding,FinFisher contains junk code in its functions in an effort to confuse disassembly programs.
T1027,T1027.001,Obfuscated Files or Information: Binary Padding,Gamaredon Group has obfuscated .NET executables by inserting junk code.
T1027,T1027.001,Obfuscated Files or Information: Binary Padding,Gelsemium can use junk code to hide functions and evade detection.
T1027,T1027.001,Obfuscated Files or Information: Binary Padding,Goopy has had null characters padded in its malicious DLL payload.
T1027,T1027.001,Obfuscated Files or Information: Binary Padding,Grandoreiro has added BMP images to the resources section of its Portable Executable (PE) file increasing each binary to at least 300MB in size.
T1027,T1027.001,Obfuscated Files or Information: Binary Padding,GrimAgent has the ability to add bytes to change the file hash.
T1027,T1027.001,Obfuscated Files or Information: Binary Padding,Higaisa performed padding with null bytes before calculating its hash.
T1027,T1027.001,Obfuscated Files or Information: Binary Padding,Javali can use large obfuscated libraries to hinder detection and analysis.
T1027,T1027.001,Obfuscated Files or Information: Binary Padding,"Before writing to disk, Kwampirs inserts a randomly generated string into the middle of the decrypted payload in an attempt to evade hash-based detections."
T1027,T1027.001,Obfuscated Files or Information: Binary Padding,"Leviathan has inserted garbage characters into code, presumably to avoid anti-virus detection."
T1027,T1027.001,Obfuscated Files or Information: Binary Padding,"Maze has inserted large blocks of junk code, including some components to decrypt strings and other important information for later in the encryption process."
T1027,T1027.001,Obfuscated Files or Information: Binary Padding,Moafee has been known to employ binary padding.
T1027,T1027.001,Obfuscated Files or Information: Binary Padding,Mustang Panda has used junk code within their DLL files to hinder analysis.
T1027,T1027.001,Obfuscated Files or Information: Binary Padding,Patchwork apparently altered NDiskMonitor samples by adding four bytes of random letters in a likely attempt to change the file hashes.
T1027,T1027.001,Obfuscated Files or Information: Binary Padding,POWERSTATS has used useless code blocks to counter analysis.
T1027,T1027.001,Obfuscated Files or Information: Binary Padding,QakBot can use large file sizes to evade detection.
T1027,T1027.001,Obfuscated Files or Information: Binary Padding,"Rifdoor has added four additional bytes of data upon launching, then saved the changed version as C:\ProgramData\Initech\Initech.exe."
T1027,T1027.001,Obfuscated Files or Information: Binary Padding,SamSam has used garbage code to pad some of its malware components.
T1027,T1027.001,Obfuscated Files or Information: Binary Padding,Snip3 can obfuscate strings using junk Chinese characters.
T1027,T1027.001,Obfuscated Files or Information: Binary Padding,TAINTEDSCRIBE can execute FileRecvWriteRand to append random bytes to the end of a file received from C2.
T1027,T1027.001,Obfuscated Files or Information: Binary Padding,WastedLocker contains junk code to increase its entropy and hide the actual code.
T1027,T1027.001,Obfuscated Files or Information: Binary Padding,A version of XTunnel introduced in July 2015 inserted junk code into the binary in a likely attempt to obfuscate it and bypass security products.
T1027,T1027.001,Obfuscated Files or Information: Binary Padding,"yty contains junk code in its binary, likely to confuse malware analysts."
T1027,T1027.001,Obfuscated Files or Information: Binary Padding,ZeroT has obfuscated DLLs and functions using dummy API calls inserted between real instructions.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,"During the 2016 Ukraine Electric Power Attack, Sandworm Team used UPX to pack a copy of Mimikatz."
T1027,T1027.002,Obfuscated Files or Information: Software Packing,Anchor has come with a packed payload.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,Aoqin Dragon has used the Themida packer to obfuscate malicious payloads.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,AppleSeed has used UPX packers for its payload DLL.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,APT29 used UPX to pack files.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,APT3 has been known to pack their tools.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,"APT38 has used several code packing methods such as Themida, Enigma, VMProtect, and Obsidium, to pack their implants."
T1027,T1027.002,Obfuscated Files or Information: Software Packing,"APT39 has packed tools with UPX, and has repacked a modified version of Mimikatz to thwart anti-virus detection."
T1027,T1027.002,Obfuscated Files or Information: Software Packing,Astaroth uses a software packer called Pe123\RPolyCryptor.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,Versions of Babuk have been packed.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,Bazar has a variant with a packed payload.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,Bisonal has used the MPRESS packer and similar tools for obfuscation.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,BLINDINGCAN has been packed with the UPX packer.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,"During C0017, APT41 used VMProtect to slow the reverse engineering of malicious binaries."
T1027,T1027.002,Obfuscated Files or Information: Software Packing,China Chopper's client component is packed with UPX.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,Clop has been packed to help avoid detection.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,CostaBricks can implement a custom-built virtual machine mechanism to obfuscate its code.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,CSPY Downloader has been packed with UPX.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,Cuba has a packed payload when delivered.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,Dark Caracal has used UPX to pack Bandook.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,DarkComet has the option to compress its payload using UPX or MPRESS.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,A version of Daserf uses the MPRESS packer.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,Dok is packed with an UPX executable packer.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,Donut can generate packed code modules.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,DRATzarus's dropper can be packed with UPX.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,Dyre has been delivered with encrypted resources and must be unpacked for execution.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,"Egregor's payloads are custom-packed, archived and encrypted to prevent analysis."
T1027,T1027.002,Obfuscated Files or Information: Software Packing,Elderwood has packed malware payloads before delivery to victims.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,Ember Bear has packed malware to help avoid detection.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,Emotet has used custom packers to protect its payloads.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,FatDuke has been regularly repacked by its operators to create large binaries and evade detection.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,A FinFisher variant uses a custom packer.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,FYAnti has used ConfuserEx to pack its .NET module.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,"GALLIUM packed some payloads using different types of packers, both known and custom."
T1027,T1027.002,Obfuscated Files or Information: Software Packing,GoldMax has been packed for obfuscation.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,GreyEnergy is packed for obfuscation.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,H1N1 uses a custom packing algorithm.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,Hildegard has packed ELF files into other binaries.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,HotCroissant has used the open source UPX executable packer.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,HyperBro has the ability to pack its payload.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,IcedID has packed and encrypted its loader module.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,jRAT payloads have been packed.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,Kimsuky has packed malware with UPX.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,KONNI has been packed for obfuscation.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,LiteDuke has been packed with multiple layers of encryption.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,Lokibot has used several packing methods for obfuscation.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,Lucifer has used UPX packed binaries.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,Machete has been packed with NSIS.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,Melcoz has been packed with VMProtect and Themida.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,Metamorfo has used VMProtect to pack and protect files.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,Misdat was typically packed using UPX.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,Mongall has been packed with Themida.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,MoustachedBouncer has used malware plugins packed with Themida.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,NETWIRE has used .NET packer tools to evade detection.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,"During Night Dragon, threat actors used software packing in its tools."
T1027,T1027.002,Obfuscated Files or Information: Software Packing,OopsIE uses the SmartAssembly obfuscator to pack an embedded .Net Framework assembly used for C2.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,"During Operation Dream Job, Lazarus Group packed malicious .db files with Themida to evade detection."
T1027,T1027.002,Obfuscated Files or Information: Software Packing,"For Operation Dust Storm, the threat actors used UPX to pack some payloads."
T1027,T1027.002,Obfuscated Files or Information: Software Packing,"For Operation Spalax, the threat actors used a variety of packers, including CyaX, to obfuscate malicious executables."
T1027,T1027.002,Obfuscated Files or Information: Software Packing,OSX_OCEANLOTUS.D has a variant that is packed with UPX.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,A Patchwork payload was packed with UPX.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,QakBot can encrypt and pack malicious payloads.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,"Raindrop used a custom packer for its Cobalt Strike payload, which was compressed using the LZMA algorithm."
T1027,T1027.002,Obfuscated Files or Information: Software Packing,Rocke's miner has created UPX-packed files in the Windows Start Menu Folder.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,Some S-Type samples have been packed with UPX.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,Saint Bot has been packed using a dark market crypter.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,SDBbot has used a packed installer file.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,SeaDuke has been packed with the UPX packer.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,ShimRat's loader has been packed with the compressed ShimRat core DLL and the legitimate DLL for it to hijack.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,Spark has been packed with Enigma Protector to obfuscate its contents.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,Squirrelwaffle has been packed with a custom packer to hide payloads.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,SysUpdate has been packed with VMProtect.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,TA2541 has used a .NET packer to obfuscate malicious files.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,TA505 has used UPX to obscure malicious code.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,TeamTNT has used UPX and Ezuri packer to pack its binaries.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,The White Company has obfuscated their payloads through packing.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,"Threat Group-3390 has packed malware and tools, including using VMProtect."
T1027,T1027.002,Obfuscated Files or Information: Software Packing,Tomiris has been packed with UPX.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,Torisma has been packed with Iz4 compression.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,TrickBot leverages a custom packer to obfuscate its functionality.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,Trojan.Karagany samples sometimes use common binary packers such as UPX and Aspack on top of a custom Delphi binary packer.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,Uroburos uses a custom packer.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,Valak has used packed DLL payloads.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,VERMIN is initially packed.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,yty packs a plugin with UPX.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,Zebrocy's Delphi variant was packed with UPX.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,Some ZeroT DLL files have been packed with UPX.
T1027,T1027.002,Obfuscated Files or Information: Software Packing,ZIRCONIUM has used multi-stage packers for exploit code.
T1027,T1027.003,Obfuscated Files or Information: Steganography,ABK can extract a malicious Portable Executable (PE) from a photo.
T1027,T1027.003,Obfuscated Files or Information: Steganography,Andariel has hidden malicious executables within PNG files.
T1027,T1027.003,Obfuscated Files or Information: Steganography,APT37 uses steganography to send images to users that are embedded with shellcode.
T1027,T1027.003,Obfuscated Files or Information: Steganography,Avenger can extract backdoor malware from downloaded images.
T1027,T1027.003,Obfuscated Files or Information: Steganography,Bandook has used .PNG images within a zip file to build the executable. 
T1027,T1027.003,Obfuscated Files or Information: Steganography,BBK can extract a malicious Portable Executable (PE) from a photo.
T1027,T1027.003,Obfuscated Files or Information: Steganography,BRONZE BUTLER has used steganography in multiple operations to conceal malicious payloads.
T1027,T1027.003,Obfuscated Files or Information: Steganography,build_downer can extract malware from a downloaded JPEG.
T1027,T1027.003,Obfuscated Files or Information: Steganography,Diavol has obfuscated its main code routines within bitmap images as part of its anti-analysis techniques.
T1027,T1027.003,Obfuscated Files or Information: Steganography,Earth Lusca has used steganography to hide shellcode in a BMP image file.
T1027,T1027.003,Obfuscated Files or Information: Steganography,IcedID has embedded binaries within RC4 encrypted .png files.
T1027,T1027.003,Obfuscated Files or Information: Steganography,Invoke-PSImage can be used to embed a PowerShell script within the pixels of a PNG file.
T1027,T1027.003,Obfuscated Files or Information: Steganography,Leviathan has used steganography to hide stolen data inside other files stored on Github.
T1027,T1027.003,Obfuscated Files or Information: Steganography,LiteDuke has used image files to hide its loader component.
T1027,T1027.003,Obfuscated Files or Information: Steganography,MuddyWater has stored obfuscated JavaScript code in an image file named temp.jpg.
T1027,T1027.003,Obfuscated Files or Information: Steganography,ObliqueRAT can hide its payload in BMP images hosted on compromised websites.
T1027,T1027.003,Obfuscated Files or Information: Steganography,"Okrum's payload is encrypted and embedded within its loader, or within a legitimate PNG file."
T1027,T1027.003,Obfuscated Files or Information: Steganography,"During Operation Ghost, APT29 used steganography to hide payloads inside valid images."
T1027,T1027.003,Obfuscated Files or Information: Steganography,"For Operation Spalax, the threat actors used packers that read pixel data from images contained in PE files' resource sections and build the next layer of execution from the data."
T1027,T1027.003,Obfuscated Files or Information: Steganography,PolyglotDuke can use steganography to hide C2 information in images.
T1027,T1027.003,Obfuscated Files or Information: Steganography,"PowerDuke uses steganography to hide backdoors in PNG files, which are also encrypted using the Tiny Encryption Algorithm (TEA)."
T1027,T1027.003,Obfuscated Files or Information: Steganography,ProLock can use .jpg and .bmp files to store its payload.
T1027,T1027.003,Obfuscated Files or Information: Steganography,Raindrop used steganography to locate the start of its encoded payload within legitimate 7-Zip code.
T1027,T1027.003,Obfuscated Files or Information: Steganography,Ramsay has PE data embedded within JPEG files contained within Word documents.
T1027,T1027.003,Obfuscated Files or Information: Steganography,RDAT can also embed data within a BMP image prior to exfiltration.
T1027,T1027.003,Obfuscated Files or Information: Steganography,"RegDuke can hide data in images, including use of the Least Significant Bit (LSB)."
T1027,T1027.003,Obfuscated Files or Information: Steganography,TA551 has hidden encoded data for malware DLLs in a PNG.
T1027,T1027.003,Obfuscated Files or Information: Steganography,Tropic Trooper has used JPG files with encrypted payloads to mask their backdoor routines and evade detection.
T1027,T1027.004,Obfuscated Files or Information: Compile After Delivery,"Cardinal RAT and its watchdog component are compiled and executed after being delivered to victims as embedded, uncompiled source code."
T1027,T1027.004,Obfuscated Files or Information: Compile After Delivery,DarkWatchman has used the csc.exe tool to compile a C# executable.
T1027,T1027.004,Obfuscated Files or Information: Compile After Delivery,FoggyWeb can compile and execute source code sent to the compromised AD FS server via a specific HTTP POST.
T1027,T1027.004,Obfuscated Files or Information: Compile After Delivery,Gamaredon Group has compiled the source code for a downloader directly on the infected system using the built-in Microsoft.CSharp.CSharpCodeProvider class.
T1027,T1027.004,Obfuscated Files or Information: Compile After Delivery,MuddyWater has used the .NET csc.exe tool to compile executables from downloaded C# code.
T1027,T1027.004,Obfuscated Files or Information: Compile After Delivery,njRAT has used AutoIt to compile the payload and main script into a single executable after delivery.
T1027,T1027.004,Obfuscated Files or Information: Compile After Delivery,"Rocke has compiled malware, delivered to victims as .c files, with the GNU Compiler Collection (GCC)."
T1027,T1027.005,Obfuscated Files or Information: Indicator Removal from Tools,APT3 has been known to remove indicators of compromise from tools.
T1027,T1027.005,Obfuscated Files or Information: Indicator Removal from Tools,Cobalt Strike includes a capability to modify the Beacon payload to eliminate known signatures or unpacking methods.
T1027,T1027.005,Obfuscated Files or Information: Indicator Removal from Tools,Analysis of Daserf has shown that it regularly undergoes technical improvements to evade anti-virus detection.
T1027,T1027.005,Obfuscated Files or Information: Indicator Removal from Tools,"Deep Panda has updated and modified its malware, resulting in different hash values that evade detection."
T1027,T1027.005,Obfuscated Files or Information: Indicator Removal from Tools,"GALLIUM ensured each payload had a unique hash, including by using different types of packers."
T1027,T1027.005,Obfuscated Files or Information: Indicator Removal from Tools,"The author of GravityRAT submitted samples to VirusTotal for testing, showing that the author modified the code to try to hide the DDE object in a different part of the document."
T1027,T1027.005,Obfuscated Files or Information: Indicator Removal from Tools,InvisiMole has undergone regular technical improvements in an attempt to evade detection.
T1027,T1027.005,Obfuscated Files or Information: Indicator Removal from Tools,OilRig has tested malware samples to determine AV detection and subsequently modified the samples to ensure AV evasion.
T1027,T1027.005,Obfuscated Files or Information: Indicator Removal from Tools,"During Operation Wocao, threat actors edited variable names within the Impacket suite to avoid automated detection."
T1027,T1027.005,Obfuscated Files or Information: Indicator Removal from Tools,Patchwork apparently altered NDiskMonitor samples by adding four bytes of random letters in a likely attempt to change the file hashes.
T1027,T1027.005,Obfuscated Files or Information: Indicator Removal from Tools,Penquin can remove strings from binaries.
T1027,T1027.005,Obfuscated Files or Information: Indicator Removal from Tools,PowerSploit's Find-AVSignature AntivirusBypass module can be used to locate single byte anti-virus signatures.
T1027,T1027.005,Obfuscated Files or Information: Indicator Removal from Tools,QakBot can make small changes to itself in order to change its checksum and hash value.
T1027,T1027.005,Obfuscated Files or Information: Indicator Removal from Tools,"SUNBURST source code used generic variable names and pre-obfuscated strings, and was likely sanitized of developer comments before being added to SUNSPOT."
T1027,T1027.005,Obfuscated Files or Information: Indicator Removal from Tools,TEMP.Veles has modified files based on the open-source project cryptcat in an apparent attempt to decrease AV detection rates.
T1027,T1027.005,Obfuscated Files or Information: Indicator Removal from Tools,"Based on comparison of Gazer versions, Turla made an effort to obfuscate strings in the malware that could be used as IoCs, including the mutex name and named pipe."
T1027,T1027.005,Obfuscated Files or Information: Indicator Removal from Tools,Waterbear can scramble functions not to be executed again with random values.
T1027,T1027.006,Obfuscated Files or Information: HTML Smuggling,APT29 has embedded an ISO file within an HTML attachment that contained JavaScript code to initiate malware execution.
T1027,T1027.006,Obfuscated Files or Information: HTML Smuggling,EnvyScout contains JavaScript code that can extract an encoded blob from its HTML body and write it to disk.
T1027,T1027.006,Obfuscated Files or Information: HTML Smuggling,QakBot has been delivered in ZIP files via HTML smuggling.
T1027,T1027.007,Obfuscated Files or Information: Dynamic API Resolution,AvosLocker has used obfuscated API calls that are retrieved by their checksums.
T1027,T1027.007,Obfuscated Files or Information: Dynamic API Resolution,Bazar can hash then resolve API calls at runtime.
T1027,T1027.007,Obfuscated Files or Information: Dynamic API Resolution,Brute Ratel C4 can call and dynamically resolve hashed APIs.
T1027,T1027.007,Obfuscated Files or Information: Dynamic API Resolution,Lazarus Group has used a custom hashing method to resolve APIs used in shellcode.
T1027,T1027.007,Obfuscated Files or Information: Dynamic API Resolution,Pteranodon can use a dynamic Windows hashing algorithm to map API components.
T1027,T1027.008,Obfuscated Files or Information: Stripped Payloads,"macOS.OSAMiner has used run-only Applescripts, a compiled and stripped version of AppleScript, to remove human readable indicators to evade detection."
T1027,T1027.009,Obfuscated Files or Information: Embedded Payloads,BADHATCH has an embedded second stage DLL payload within the first stage of the malware.
T1027,T1027.009,Obfuscated Files or Information: Embedded Payloads,"For C0021, the threat actors embedded a base64-encoded payload within a LNK file."
T1027,T1027.009,Obfuscated Files or Information: Embedded Payloads,ComRAT has embedded a XOR encrypted communications module inside the orchestrator module.
T1027,T1027.009,Obfuscated Files or Information: Embedded Payloads,The DEADEYE.EMBED variant of DEADEYE has the ability to embed payloads inside of a compiled binary.
T1027,T1027.009,Obfuscated Files or Information: Embedded Payloads,Dtrack has used a dropper that embeds an encrypted payload as extra data.
T1027,T1027.009,Obfuscated Files or Information: Embedded Payloads,Emotet has dropped an embedded executable at %Temp%\setup.exe.
